GATS2m,ETA_Epsilon_5,MLFER_BH,CIC2,GATS5p,AATSC4s,MATS5p,VE1_Dzs,MATS2p,AATSC1m,bpol,AATSC2p,MIC1,MATS3e,CIC0,ATSC6m,ATSC2m,MDEC-13,GATS1i,ETA_EtaP_F,SM1_Dzs,ATSC4s,SpMax4_Bhv,AMR,AVP-3,nBr,GATS4c,SM1_DzZ,SpAbs_DzZ,AVP-0,ATS1s,ETA_EtaP_L,AATSC4p,SpMax4_Bhm,CIC3,minHBint4,MATS2e,SpMin5_Bhs,SpMin6_Bhs,hmin,MLFER_E,GATS3s,MATS4c,VR1_Dzv,MATS4i,MATS6i,nHeteroRing,AATSC4m,SpMin3_Bhe,ATSC4m,AATSC0m,VR1_Dzs,ETA_Eta_F_L,ATSC6i,SpMax1_Bhm,MATS6c,MATS2v,MATS2c,AATSC2v,ATSC0e,SpMax8_Bhs,GATS3e,nBondsD,ATS0p,MATS4m,ETA_Eta_F,MATS4s,GATS5v,ATSC7s,GATS2i,ATSC1m,MATS2i,GATS1v,ATSC7e,MATS2m,SwHBa,AATS2m,SpMin7_Bhe,AATSC3m,minaasC,maxssCH2,GATS3m,MATS2s,VE3_Dze,ALogP,SpMin6_Bhe,ATSC3s,MATS5c,ETA_dPsi_A,ATSC6v,ATSC0p,GATS1e,MATS3c,ATSC4v,GATS4s,VE3_Dzm,ATSC5c,MATS4e,BCUTw-1l,GATS5i,AATSC5v,ATSC4i,SpMin8_Bhs,MATS1e,ATSC7v
0.781047031,0.84445,1.161,1.416420884,1.228422071,-0.203342685,-0.234798249,0.634400138,-0.031215518,15.90230223,15.221656,-0.011079376,28.00161166,-0.030898045,2.817007657,-288.5701076,-108.7431261,0.0,0.978488809,0.93535,-2.792380952,-9.353763505,2.762444476,10.9194,0.083520896,0,0.858988395,1.375,43.89692624,0.52979658,65.91049383,0.18141,-0.064594716,2.793085141,0.704989773,0.0,0.498571418,0.733926296,0.41102475,0.321226852,1.948,0.68433979,0.034279515,98.68560453,-0.267299059,0.181323101,0,-6.734118659,1.291916799,-309.7694583,57.98188386,65.09473633,4.04857,7.363624425,4.719462281,-0.097072035,-0.110647193,0.220624011,-5.560169724,2.575813318,2.27055002,0.684845075,2,41.78551524,-0.116141771,13.09487,-0.058370955,1.16838417,-8.794534678,0.903254624,365.7529513,0.023074447,0.808347277,-0.290954857,-0.050688305,13.56055886,117.1906675,0.219924107,0.396037755,0.102407407,0.0,0.857150349,0.484847846,-5.141266353,-0.5415,0.319595612,-2.012888601,0.046752244,0.16173,75.68686185,7.808496601,0.495511571,-0.108171813,-480.7445204,0.978906962,-1.800899065,0.027696523,-0.122103566,11.85,1.229350194,-10.07836535,-18.49396321,0.15138176,0.119438994,338.13648
0.777941473,0.85238,0.123,1.357635198,1.394041919,-0.016339227,-0.089163922,0.488165894,-0.181912918,-4.26e-15,7.399242,-0.059334953,26.93924459,0.068327388,2.477417297,-386.191081,69.595531,0.0,0.982648308,0.5399,-0.910157274,-0.392141442,2.318035022,15.3819,0.12962512,0,1.003681341,1.294117647,26.05504756,0.69243205,39.81069959,0.2378,-0.014213979,2.619181914,1.167318334,0.0,0.133245525,0.086939014,0.178362781,0.075944787,0.886,1.275598199,0.045353596,95.48037844,-0.089726265,0.725175789,0,-15.74397408,0.798620231,-377.855378,120.0497904,34.60736734,2.16434,2.660864254,4.068145309,-0.383292048,-0.229241827,-0.146170718,-13.16468131,1.1861676,0.642935349,0.537195837,0,31.69477743,-0.131145369,4.85908,-0.087232736,1.080911269,0.0,1.061367232,-6.39e-14,-0.133031905,0.735564814,0.0,0.024155092,12.38410151,144.4600223,0.954931353,12.5548603,1.559756516,0.0,0.560411447,-0.193503034,-1.668490433,1.1996,0.516458536,-1.382724178,0.008386938,0.07183,-55.44156074,4.892584337,0.474145812,0.063402845,-39.00597482,0.965611958,-3.331334459,0.000572,-0.182789599,11.99855162,0.583623863,3.463432585,-2.633837652,0.642935349,-1.84e-16,0.0
0.623511281,0.90909,0.686,1.2,0.685925065,0.376097692,0.357634403,0.061791242,-0.041319688,0.817829351,8.204828,-0.009275283,26.28200405,-0.011889094,2.450325833,-108.6059413,26.02540444,0.0,0.938605672,0.81834,1.885714286,8.650246914,2.327139844,11.2332,0.06749075,0,0.884562694,0.75,35.23275902,0.503104177,70.0,0.17132,-0.041320316,2.442989569,0.933333333,0.0,0.341980112,0.055843477,0.183600636,0.360138889,1.171,0.810623675,0.176460479,65.41777743,-0.184780169,1.14530959,1,-3.75566771,0.969634869,-86.38035732,30.90032318,56.34157316,3.40315,3.139283007,3.928850277,-0.327603479,-0.125304048,0.234879095,-5.030101321,2.272011733,1.126681697,0.751852631,2,26.01926362,-0.121541373,9.00176,0.104164375,1.077786381,0.0,0.898553323,13.08526962,-0.001210828,0.754396808,0.0,0.033689492,6.14712963,118.5741597,0.652655032,6.537259192,0.358796296,0.0,0.721617718,0.121404637,-3.846557123,-0.2146,0.50853325,-1.730617284,-0.051460278,0.21429,13.64904116,3.367141621,0.653304285,-0.257213724,-153.9190071,1.089558141,-3.835489843,-0.014211425,-0.120033785,11.85,0.682693709,2.603878704,-5.824528483,1.126681697,-0.044504054,0.0
1.026234568,0.7,0.151,1.708300142,0.972222222,-0.035122197,-0.092592593,0.378303496,0.00462963,2e-14,13.118484,0.001141071,15.84138577,-0.144444444,3.407089287,51.88543243,4.941469755,2.828427125,1.111111111,0.50341,-0.161111111,-1.580498866,2.501835524,14.2678,0.122186597,0,1.008005289,0.0,32.26852518,0.662677957,53.55555556,0.26091,-0.038796401,2.470833146,1.441174405,0.0,0.00462963,0.792725102,0.168568392,0.131944444,0.649,1.024256651,-0.0866379,70.36797817,-0.157407407,0.083333333,0,-4.666943658,0.798620231,-210.0124646,29.64881853,35.78478887,1.95631,2.342962581,3.794979351,0.061116266,0.00462963,-0.070406833,0.2552465,0.121968,1.057756794,1.12345679,0,30.43545486,-0.157407407,4.53073,-0.163615023,0.972222222,0.870748299,1.026234568,4.19e-13,0.00462963,1.111111111,0.026136,0.00462963,11.93407407,50.63989964,0.396843083,-4.282607121,1.414351852,0.0,1.12345679,0.11120892,-1.381859148,0.5729,0.169275876,-0.739229025,-0.053249861,0.0,96.48317719,5.175896322,1.111111111,-0.069173858,-390.5271458,1.139280125,-1.381859148,-0.002059543,-0.157407407,11.89,0.972222222,-5.10493001,-9.48341997,0.172031066,1.52e-14,248.0995985
0.808698107,1.23452,0.405,1.0,0.0,0.0,0.0,8.88e-16,-0.665148083,-53.90312408,1.798,-0.210826667,31.48188365,0.0,0.5,0.0,-72.21067625,0.0,1.861693444,0.38175,0.284840542,0.0,1.225956331,17.2152,0.0,0,0.0,1.544117647,2.753629414,0.794008782,16.15226337,0.21331,0.0,0.752962361,2.0,0.0,0.289548645,0.0,0.0,0.185613855,0.433,0.0,0.0,17.77138094,0.0,0.0,0,0.0,1.298881981,0.0,116.9600243,3000000.0,0.87881,0.0,4.048948789,0.0,-0.657288876,0.232647549,-6.623302388,0.487857,0.0,0.0,1,12.936904,0.0,1.52698,0.0,0.0,0.0,0.138306556,-161.7093723,0.241128963,0.514066685,0.0,-0.205798738,0.49382716,797.0105333,0.0,0.0,0.0,0.0,0.0,-0.587435364,-14.41746136,1.3661,0.0,0.0,0.0,0.25624,0.0,1.267848,1.934322968,0.0,0.0,0.0,-1.178447247,0.0,0.0,11.99947292,0.0,0.0,0.0,0.0,-0.956215312,0.0
1.126529912,0.74074,0.564,1.272782999,0.706795436,-0.053043202,0.12002805,0.258641919,-0.0754056,-1.433374437,8.745656,-0.018197485,17.44988984,0.053424518,2.728217778,48.94175787,-196.6413632,0.0,0.952603176,0.59299,0.601587302,-1.379123264,2.238969906,7.2768,0.102539885,0,1.051364699,0.25,24.2860673,0.567633965,53.16666667,0.2045,-0.053476175,2.324862878,0.922180469,0.0,-0.154691509,0.078966324,0.170240366,0.270833333,0.829,0.507012357,-0.024928805,83.52012314,-0.228697494,0.481550308,0,-4.219780447,0.798620231,-109.7142916,33.94088344,67.04380261,2.29587,3.894497655,3.775403498,-0.027241126,-0.148828485,-0.117859227,-7.857594039,1.007631,0.611841846,0.509139755,0,23.72240724,-0.12432736,4.74389,-0.037059067,0.736346516,0.487087674,1.065956315,-22.933991,-0.054019458,0.939889463,0.017889062,-0.231745722,10.48935185,61.47756596,0.51804805,-2.668426463,0.965277778,0.139722222,0.962118832,-0.192467592,-1.276932563,-0.4487,0.396843083,3.386935764,-0.022604303,0.1122,133.2341589,3.861248463,0.985442588,0.094543354,-257.7610179,1.173877294,-1.277621331,-0.004931072,-0.06253808,11.85,0.714963129,7.110103017,-8.014810989,0.53164557,-0.120525272,50.91239262
0.830965909,0.7,0.18,2.001448149,0.944677033,-0.013501499,-0.058014354,0.293606247,0.240056818,-3.08e-14,17.491312,0.058328431,17.62374945,-0.411931818,3.779768437,138.5035,336.7926835,2.836824624,1.181818182,0.49045,-0.227272727,-1.093621399,2.645815032,24.6289,0.119849516,0,0.866532371,-1.42e-14,46.99514182,0.709945552,66.25,0.27432,-0.006902773,2.619181914,2.029406945,0.0,0.240056818,0.95092138,0.868646919,0.094166667,0.651,1.445555659,-0.033418982,73.11493064,-0.028409091,0.143595041,0,-0.830356715,0.992956923,-67.25889389,29.22855636,51.85930311,1.98149,6.254328096,3.841045439,0.489996374,0.240056818,0.271803017,13.04750784,0.154593185,1.247140914,1.495738636,0,37.79170648,-0.028409091,5.395,-0.065684185,0.944677033,-4.121227709,0.830965909,-8.31e-13,0.240056818,1.181818182,-0.103062123,0.240056818,11.47902778,53.38667633,0.343409385,-12.04017236,1.331481481,0.0,1.495738636,0.44003441,-2.579248774,2.1982,0.76031856,-3.857796068,0.020780548,0.0,257.5531726,6.560395338,1.181818182,-0.375772884,-125.0707852,1.052908827,-2.579248774,0.001272224,-0.028409091,11.89,0.944677033,-3.15318159,-3.037173716,0.082203948,9.59e-15,-978.3314757
1.106149154,1.12762,0.405,0.285714286,0.0,0.0,0.0,0.158774285,-0.335812064,-2.832991837,3.984414,-0.134094943,44.60898241,-0.424288287,0.857142857,0.0,-392.1557024,0.0,1.659364652,0.36333,0.415042959,0.0,0.790160006,21.2554,0.309116031,0,0.0,1.544117647,7.646362404,0.776628382,21.42798354,0.27412,0.0,1.499204085,1.087815692,0.0,-0.055472247,1.580916421,2.840635968,0.091670953,0.433,1.853470988,0.0,11.71723911,0.0,0.0,0,0.0,0.943918427,0.0,176.8319924,13.1943382,0.89944,0.0,3.939622469,0.0,-0.172984362,-0.189812997,-8.504483249,1.329726,0.0,1.446578844,1,16.61502981,0.0,1.81665,0.0,0.0,0.0,1.166647615,-16.99795102,-0.369172031,0.714376554,0.0,-0.246408216,0.490912209,189.7339866,3.482231842,-34.95972,0.0,0.902949246,1.292713838,-0.054225476,-0.998261661,0.9046,2.516518291,-12.39198697,0.0,0.22442,0.0,2.795208101,0.727510028,0.087267626,0.0,0.0,-1.019260671,0.0,0.0,11.99870711,0.0,0.0,0.0,0.0,-0.075836676,0.0
0.803014514,1.04074,0.763,1.500575,1.000874097,0.371627171,-0.132235792,3.33e-16,0.231959655,0.99005481,14.493656,0.044875317,23.73825687,-0.532640105,2.565272969,-649.7862287,200.4648128,1.414213562,1.98642271,0.65164,2.421269841,8.17579777,2.390995989,28.526,0.093002117,0,0.508804346,1.0,35.49584483,0.593344438,69.0,0.21685,-0.03513881,2.515376342,1.500575,0.0,0.045953709,0.209650126,0.566037736,0.414513889,0.12,1.673205616,0.476949881,2000020.798,-0.038704093,0.572776537,0,-14.26832108,0.933143753,-313.9030638,42.74078143,2000017.458,2.25026,8.499073572,3.594176663,-0.455163174,0.26292287,0.119344082,11.24871588,3.148760471,0.566037736,1.629712809,2,20.07421924,-0.333833884,5.86478,0.101720839,0.744234684,1.658016148,0.699393136,15.84087696,0.208150656,1.380218278,0.250031834,0.180394107,-1.163240741,71.75719512,0.943918427,-16.90838562,0.0,0.0,1.311055616,0.08251877,-31.13706097,0.0572,0.943918427,-34.12975779,0.09313331,0.30504,-131.319828,3.288849485,0.815640321,-0.515739917,-486.2793369,1.441611059,-33.68695298,0.063947235,0.355978543,11.99640046,1.031414913,12.32990945,-0.971902253,0.566037736,-0.093235568,-332.3927882
0.404307771,1.25953,0.291,0.594360938,0.0,-11.87228733,0.0,0.11392963,-0.381509117,-8.263826711,5.660207,-0.076850445,31.45541522,0.430422602,1.094360938,0.0,60.55598673,0.0,1.276768134,0.71976,3.960069444,-35.61686198,0.646554651,13.6539,0.040416775,0,0.776245951,1.5,17.03779114,0.427050758,59.75,0.1926,0.085985746,1.581750329,0.969360938,0.0,0.03800171,5.466016468,5.485714286,0.880208333,-0.148,0.305738046,-0.432747565,25.05609874,-0.414576146,0.0,0,-62.85370513,0.3600239,-188.5611154,32.39209244,15.49787089,1.5952,0.0,3.637073851,0.0,-0.351116566,-0.257594828,-6.931834305,2.71272,0.637672189,0.301565219,1,8.239567905,-1.940402747,5.03833,-1.2998515,0.0,0.0,0.932807963,-57.84678698,0.110618162,0.984773294,0.0,0.18694682,-2.756944444,241.9790502,2.760987915,7.035443236,0.0,0.0,0.67493861,0.003053163,-2.470332647,0.8583,1.946561661,32.12847222,0.0,0.45613,0.0,1.611504243,1.381329441,0.500464764,32.24804263,2.347110187,-2.077610432,0.0,-1.413288507,11.99782573,0.0,0.0,-7.613227626,6.210193954,-0.511933199,0.0
1.308821162,1.06111,1.053,0.750543056,0.0,3.70522892,0.0,0.562787759,-0.413836507,34.96437472,10.848828,-0.210351086,29.72146685,-1.056515129,1.417209722,0.0,-440.3022094,0.0,1.950903344,0.57444,-3.076190476,11.11568676,0.714799104,16.6161,0.0,0,0.498104512,1.375,3.142187394,0.575140048,19.12962963,0.21578,0.163758259,1.332028973,1.102756945,0.0,0.464234102,0.5,2.568808368,0.496296296,0.588,1.863518308,0.298063311,17.10895128,0.269063559,0.0,0,93.50460227,0.238466047,280.5138068,101.993504,9.904423834,0.92111,0.0,4.685300442,0.0,-0.193175852,0.493318333,-8.884327384,2.015248,0.560608675,2.055991785,2,14.90696362,0.916770173,2.8722,0.512166407,0.0,0.0,1.434779005,279.7149977,-0.406597153,1.276839156,0.0,-0.332074097,0.0,113.5930832,2.03975401,-48.24144691,0.0,0.0,0.941634734,0.663790908,-0.791942773,-0.4392,1.330662782,-78.7306686,0.0,0.32968,0.0,4.574656261,0.67012596,-0.418277765,139.0049882,0.0,-1.135875044,0.0,0.756842334,11.99939343,0.0,0.0,1.127615564,3.5,-0.015923598,0.0
1.104552326,0.76667,0.293,4.44e-16,0.0,0.521604938,0.0,0.059185572,-0.362158516,0.960963111,5.032828,-0.069426404,23.43127925,-0.306840515,1.639431945,0.0,-138.1235462,0.0,1.130986048,0.53474,0.533333333,1.564814815,0.816520929,3.3,0.081179628,0,0.239149123,0.285714286,6.951900079,0.535852881,35.0,0.14371,0.185477127,0.690303863,4.44e-16,0.0,-0.360137986,0.754222889,1.010708348,0.451388889,0.59,1.317073171,0.393646693,2000005.944,0.193200036,0.0,1,42.98550678,0.289346903,128.9565203,34.91960756,19.6617739,1.78144,0.0,3.737543719,0.0,-0.331252895,-0.322377524,-14.94365799,0.487560889,1.149882574,1.151915799,0,12.56515162,1.230984819,2.67368,1.030487805,0.0,0.0,1.47311301,8.648668,-0.454787942,0.903604126,0.0,-0.304267113,5.291666667,70.77761823,2.286216379,-14.23817056,0.0,0.0,1.342373423,-0.333020638,-16.88319305,-0.4204,1.372663796,-2.206790123,0.0,0.17941,0.0,1.725315317,0.76112203,-0.053029753,156.766852,0.0,-17.16945265,0.0,0.632526353,11.999,0.0,0.0,0.97969007,2.386680544,0.184384492,0.0
0.914902861,0.75714,0.443,0.679269643,0.731416095,-0.090765936,0.190629654,0.223446595,-0.082953934,0.764030102,8.972449,-0.019271087,20.31363681,-0.452982351,2.511518533,95.56662687,13.42731604,1.0,1.293390489,0.57491,0.324074074,-1.633786848,2.032283632,5.7325,0.10159692,0,0.51734555,0.142857143,16.68141995,0.60808781,43.66666667,0.18053,-0.076692847,2.033935672,0.625349107,0.0,0.017934319,0.14541598,0.322840001,0.274305556,0.642,1.616128396,-0.008299939,43.94624294,-0.230133458,0.571353796,1,-10.3457693,0.69038483,-186.2238473,32.09946164,43.50912866,2.13011,2.623957843,3.749848639,0.168298342,-0.045246507,0.102537067,-2.379475094,0.338366,0.514285714,1.879139106,0,21.05569033,-0.322303514,4.02437,-0.242225584,0.722744686,0.0,1.208985953,10.69642143,-0.201315978,1.02506523,0.0,0.019013794,8.715277778,62.01240745,0.943918427,-11.31160182,1.071759259,0.0,1.295163236,0.127355247,-1.413775142,0.4395,0.606211331,-3.864512472,0.098563632,0.07278,153.2104357,3.252349864,0.778579999,-0.202437846,-321.1699131,0.994284754,-1.413116242,0.005223295,-0.106339158,11.89,0.602926376,12.07908509,-6.341364987,0.514285714,0.059580454,0.0
0.99980857,0.87037,0.447,0.797851786,0.8372867429999999,-0.485764676,0.077162278,0.388727219,-0.20805437,-0.567018902,15.992484,-0.045067274,24.04951117,-0.048932529,3.07957307,-117.8226778,-17.92846064,0.632455532,1.608658199,0.48228,0.795464853,-16.03023432,2.425330897,32.7979,0.129839799,0,1.392681872,0.5,41.87099638,0.635808219,62.58333333,0.29653,0.016055437,2.523666,0.607375595,0.0,0.227714151,0.322464148,0.235042146,0.246458333,0.207,0.709837697,-0.162162729,34.43910698,0.091769508,-0.142342519,0,-6.761916123,1.019610045,-223.1432321,35.79529414,33.96494114,1.6393,-3.640278979,3.554499582,0.110765162,-0.16664607,0.112332072,-8.085062094,1.933471238,1.319189486,1.049607028,2,26.14406286,-0.18890517,4.34049,-0.260224052,0.935386025,-10.1723356,1.260642659,-11.34037805,-0.205554454,1.376499109,-0.27840468,-0.014731201,4.110913171,48.66774647,0.368500279,4.023409798,0.0,1.046054422,0.843551632,0.188651719,-1.395111677,-0.0034,0.092712646,8.687137818,-0.039952341,0.18238,-171.0859194,4.548872301,0.71322085,0.112004014,-34.94741761,1.622688622,-1.394468316,-0.014260958,-0.288482727,11.79,0.82359713,-0.86893712,3.688018323,0.53164557,0.00075,-196.2162645
0.767532931,0.89445,0.792,1.484310834,0.0,-0.758518519,0.493982137,0.037050742,0.303484091,-0.979550797,12.776863,0.057307127,19.16094664,-0.34139573,2.435288334,0.0,194.9631255,1.889881575,2.408604141,0.47986,0.742857143,-20.48,1.94836142,24.2593,0.157446945,0,0.843315339,0.392857143,15.76002878,0.725910314,44.33333333,0.22856,-0.052073342,2.066668455,1.484310834,0.0,0.105393233,0.52173913,0.52173913,0.215277778,0.295,1.642911304,-0.147923891,14.95519554,-0.221072216,0.0,0,-16.42328286,0.76031856,-443.4286371,35.48992785,14.87875891,1.27137,0.0,3.523743042,0.0,0.311514168,0.112745927,13.84178923,1.238552,0.52173913,1.645244094,1,17.01032014,-0.462758981,2.87919,-0.34625789,0.0,0.0,0.626727339,-13.71371115,0.399096636,1.601649763,0.0,0.228894902,0.092592593,47.81135825,0.943918427,-19.03355802,0.0,0.0,1.593280773,0.125732642,-2.058318229,-0.4203,0.943918427,-9.719506173,0.099413112,0.20497,0.0,2.83246116,0.662071516,-0.0083041,-487.4304592,1.798917944,-2.073848332,0.023194587,-0.280628777,11.89,0.0,27.8609327,-7.17965333,0.52173913,0.001546737,0.0
0.971718614,0.96191,0.725,2.377443751,1.148543805,-1.043046255,-0.564531254,0.0,0.600300869,0.52988245,19.396863,0.246572022,15.89954129,0.263318482,2.377443751,812.7454207,144.023115,0.0,2.147463985,0.41886,0.785714286,-21.90397135,2.182038432,21.9474,0.096225045,0,0.528758477,0.55,23.59905396,0.686013592,53.0,0.27493,0.128834276,2.030207998,2.377443751,0.0,0.247560303,0.5,0.5,0.375,-0.022,0.499103621,-0.005183707,3000011.183,0.395986599,0.267405762,0,-40.34955189,0.986062882,-847.3405897,40.74003488,3000012.05,1.42156,15.84249214,3.306104207,2.98e-05,0.486249137,0.146062661,28.06002716,2.861696438,0.5,1.022328036,0,23.47872814,-0.990415252,2.93199,-1.148884222,1.828691383,0.0,0.234353588,7.94823675,0.64438117,1.515674072,0.0,0.14729892,0.0,54.65450987,0.943918427,6.76643525,0.0,0.0,0.736482019,0.121787977,-24.9467318,-0.1554,0.943918427,5.626627604,-0.000183,0.24399,981.94964,6.571958425,1.466221031,0.026682091,-95.40041132,2.765968345,-24.74535435,-0.118805328,-0.849511891,11.00930182,1.167869841,-54.11656266,18.24688599,0.5,-0.515312951,0.0
1.296761656,0.57857,0.078,1.415363119,0.0,0.0,0.0,0.168676574,-0.415757217,-67.05066427,6.869621,-1.369653218,64.9508791,0.0,0.9509775,0.0,-5843.144438,0.0,0.911665702,-0.40633,-0.951431049,0.0,0.270913902,19.6429,0.0,0,0.0,0.886792453,0.915240214,1.767731382,8.049777778,0.90633,0.0,0.083923071,2.321928095,0.0,-0.241532166,2.818581504,0.0,-0.025333333,0.677,0.0,0.0,1.443050265,0.0,0.0,0,0.0,0.943918427,0.0,2444.538838,1.434771757,-0.81266,0.0,10.69425327,0.0,-0.355783482,-0.40525466,-42.62413067,0.035192,0.0,0.0,0,32.74523871,0.0,-0.81266,0.0,0.0,0.0,1.058889532,-268.2026571,-0.279444766,0.682649555,0.0,-0.398380828,0.0,64.46788488,0.0,0.0,0.0,0.0,0.0,0.249608207,-1.098379637,1.5224,0.0,0.0,0.0,0.0,0.0,16.47179125,1.025403501,0.0,0.0,0.0,-0.022897962,0.0,0.0,11.9998947,0.0,0.0,0.0,0.0,-0.26270175,0.0
0.679634046,0.82778,0.714,1.125,0.851241542,0.565594618,0.163006784,0.007114554,-0.097714612,-0.164616402,8.042035,-0.021455119,25.25473026,-0.110421159,2.35060253,22.67409977,-12.4680788,0.0,0.97723506,0.81018,1.676190476,14.13986545,2.327139844,12.383,0.071451229,0,0.856436948,0.642857143,36.05153518,0.511445242,69.16666667,0.17441,-0.063911903,2.442989569,0.875,0.0,0.222398308,0.055843477,0.169765207,0.451388889,1.418,1.049356223,0.199074152,65.55593852,-0.267235689,0.794006919,1,-4.831306865,0.969634869,-120.7826716,32.14486615,56.46988929,3.36914,4.955370006,3.934733141,-0.106838672,-0.139346559,0.294463628,-6.03824371,1.82870975,1.154247856,1.011019176,2,27.03067252,-0.150297931,8.91199,0.165713559,1.084726353,0.0,0.989217947,-2.79847884,-0.004283804,0.712359841,0.0,-0.014365613,7.074351852,106.5546789,0.514603897,0.330965293,0.469907407,0.0,0.913973874,0.037352597,-6.933865199,-0.7583,0.35840128,-12.73611111,-0.051361943,0.18834,174.3945435,3.51310714,0.604959799,-0.314486366,-299.8155379,1.010205055,-7.507748063,-0.015669416,0.029905856,11.85,0.695767048,2.314455663,-10.42380492,0.802989526,-0.074079673,0.0
1.061675264,0.76232,-0.152,2.553437215,1.033707535,-0.056824979,-0.132490157,4.16e-16,-0.092757447,31.80033271,14.816,-0.050517586,54.32282604,-0.043649393,3.314731781,-7526.567722,-8171.404336,0.0,1.099049463,0.4412,-5.128364389,-2.045699238,2.952164118,87.6101,0.280465774,10,1.006303497,8.535714286,112.5104005,1.132515583,62.74691358,0.27641,-0.045228975,6.910782375,1.891729348,0.0,-0.364880156,0.950867647,0.803427501,-0.442942387,4.382,1.706842694,0.153808201,2000108.595,0.064579827,-0.023357906,0,12.40189562,0.910393255,446.4682422,1123.184261,2000127.825,4.23246,-0.180184126,6.975596815,-0.165214702,-0.050752977,-0.361611487,-0.580049135,1.679708609,1.388793557,1.214272413,0,127.135004,0.011041728,10.14753,-0.210063318,1.050298042,0.320413286,1.425793898,763.2079851,-0.281483445,0.735821349,-0.237972219,-0.196627369,22.23859644,590.2332002,0.422736957,-66.72749399,1.535250798,0.0,1.005167989,0.036887142,-82.38717263,8.7339,0.672880708,-1.704479036,0.191732022,0.0,-55.85097975,12.52626643,1.060412051,-0.027776673,-50.27846892,1.744100548,-80.79293411,0.119766755,0.149598667,11.99883701,0.676691981,-1.920393476,0.597806669,0.075817323,-0.092706025,-8.467127069
1.268349503,0.76111,0.385,0.983659167,0.213701818,0.011904762,0.227861158,0.07956853,-0.273998131,-4.69030642,10.93207,-0.052916317,15.77621224,-0.008539037,2.747952063,46.41805345,-205.3403696,0.0,1.704790797,0.13386,0.666666667,0.25,1.457496366,18.9987,0.255833637,0,0.955591794,0.25,15.58105062,0.713706788,37.5,0.41519,-0.014884486,1.461330604,0.850325833,0.0,-0.092693303,0.331294806,0.615384615,0.24,0.205,0.755797101,0.036519765,18.45809032,-0.091749125,0.361553944,0,0.476422938,0.407980321,10.00488171,31.79358998,15.27104498,0.33826,1.161389809,3.373406743,0.326826979,-0.290411039,-0.081707878,-12.87794046,1.034995733,0.615384615,0.747867302,0,16.24493305,0.014984874,0.66929,0.007763975,0.416979426,0.0,1.431225051,-65.66428988,-0.262925948,1.611680217,0.0,-0.258341848,0.0,27.54167324,0.943918427,0.354701582,0.0,1.09375,0.82002349,-0.091304348,-1.58474148,-0.9734,0.943918427,-1.0,-0.125251064,0.16742,63.75986495,2.896898448,1.046261318,0.037099977,-27.158369,1.0,-1.583226827,-0.022190869,-0.034958249,11.89,0.198598347,4.960674829,-2.063026849,0.615384615,-0.106988175,0.0
0.678343652,0.90909,0.136,0.666666667,0.449673096,0.444444444,0.363563284,0.052250251,-0.234916934,-0.4079072,6.722035,-0.049262319,29.27336373,-0.010339775,2.124953532,-42.850944,-13.909997,0.0,0.831438622,0.87213,2.156613757,10.66666667,2.285912772,6.4546,0.076474586,0,0.930521364,0.892857143,31.09283274,0.487196974,76.77777778,0.14457,-0.038904369,2.43613407,0.133333333,7.156182948,0.168374311,0.111158001,0.180507051,0.562430556,1.11,0.733222099,0.235232444,47.73581881,-0.145439634,0.514354189,0,-3.12713425,0.811280104,-75.051222,36.3105972,57.95423745,3.26951,2.299342838,3.852008708,-0.028584532,-0.227795029,-0.17583168,-9.394433435,2.408035733,1.069029397,0.784570614,1,22.09607652,-0.086121807,8.72125,0.100111235,0.790982712,0.0,1.322076526,-6.118608,-0.252386407,0.788169943,0.0,-0.017412894,4.989074074,106.1658468,0.643794458,2.765827556,-0.298611111,0.0,0.814786176,0.200728082,-3.015744338,0.1998,0.510853977,-2.666666667,-0.251794123,0.26068,61.35462033,3.145515204,0.517642706,0.001869045,-144.2481566,1.085720245,-3.041069635,-0.067246219,-0.036187752,11.99635515,0.390641248,8.477493627,-5.201327605,1.069029397,0.159821327,0.0
1.361472094,1.0619,0.341,0.528320834,0.0,0.0,0.0,0.096159,-1.497944502,-35.94106806,1.08,-0.2915,32.21273913,0.0,2.22e-16,0.0,-96.98002822,0.0,1.271191603,0.44023,-0.274464832,0.0,0.0,12.7919,0.0,0,0.0,0.789915966,1.702156545,0.693702338,18.36419753,0.14472,0.0,0.0,1.584962501,0.0,0.207950625,0.0,0.0,0.220336077,0.311,0.0,0.0,5.191867418,0.0,0.0,0,0.0,3.234696995,0.0,112.5747762,3.940370655,0.98005,0.0,3.769175727,0.0,-1.371347727,0.166714554,-11.46436905,0.270368667,0.0,0.0,0,8.7513,0.0,1.32068,0.0,0.0,0.0,0.457616794,-71.88213611,0.042383206,0.564326136,0.0,-0.861472094,1.913580247,496.54815,0.0,0.0,0.0,0.0,0.0,-1.343887504,-0.442393289,0.6205,0.0,0.0,0.0,0.20756,0.0,0.5838,1.353975313,0.0,0.0,0.0,-0.731643418,0.0,0.0,11.99947272,0.0,0.0,0.0,0.0,-0.853975313,0.0
